kode_spec;nama_perangkat;noreg
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1035
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0261
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0044
B2WN0286987M;SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0110
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0078
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0326
B2WN0286872M;Mikrotik RB760iGS (hEX S);B2WN0286872MA0462
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0405
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0464
B2WN0286824M;6COM SFP+ 10G LR 1310nm;B2WN0286824MA0035
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0091
B2WN0150089M;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0146
B2WN0286987M;SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0114
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0244B
B2WN0286499M;AC Power Adaptor for FG/FWF 60E/61E, 60F/61F, and 80E/81E;B2WN0286499MA0156
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0301
B2WN0202011J;RAISECOM DEMARCATION OAM, 4GE RJ45 + 2*GE SFP, AC ( PN - RC551E-4GE-AC );B2WN0202011J00194
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0093
B2WS028N0113;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0846
B2WN0286406M;DC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286406MA0338B
B2WN0286635M;GPON optical module,OLT side, 60 km, quasi-industrial, DDM, RoHS, Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0295
B2WN0286631M;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0221
B2WN02620103;MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300202
B2WN02VG040D;TA5004 FAN MOD 19IN CHASSIS;B2WN02VG040D00114
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300211
B2WN0286987M;SFP ATOP up to 1.25G ER Single Core 1310nm/1550nm, 40km (APSB35123xDL40);B2WN0286987MA0100
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300224
B2WN0287060M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0226
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0358
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA6219
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0251
B3CD08A0003M;DC PDU/DCDU;B3CD08A0003MA0014B
B2WN01AH0109;FIBER DRIVER RAISECOM MODULE V35 RC832-30-FV35-SS13;B2WN01AH010900004
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0121B
B2WS028N0113;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0850
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA1040
B2WN02VG040C;TA5004 POWER/ALM MODULE;B2WN02VG040C00115
B2WN0287028M;SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0023
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0060
B2WN0286635M;GPON optical module,OLT side, 60 km, quasi-industrial, DDM, RoHS, Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;B2WN0286635MA0291
B2WN0286404M;SWITCH DEMARKASI 10G (New Version L3);B2WN0286404MA0256
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0215
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1050
B2WN0286405M;AC POWER SUPPLY FOR RAX711-C-R SERIES;B2WN0286405MA0051
B2WN0150091M;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1330 / Rx-1270);B2WN0150091MA0174
B2WN0286944M;10GBASE ZR SFP+ 1550nm 80km Huawei & Edge-Core Compatible;B2WN0286944MA0056
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0043B
B2WN0286824M;SFP+ 10G 1310nm 10KM LC;B2WN0286824MA0168
B2WN0286825M;6COM SFP+ 10G SR 850nm;B2WN0286825MA0016
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0052
B2WN0286825M;6COM SFP+ 10G SR 850nm;B2WN0286825MA0043
B2WN0100044D;GPON ONT,G-93T1;B2WN0100044D00216
B2WN01AH020K;RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0205
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0255
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0220
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0130
B3CD0100212M;UPS 1KVA with IT incl SNMP;B3CD0100212MA0048
B2WN0286825M;6COM SFP+ 10G SR 850nm;B2WN0286825MA0017
B2WN00A0293M;CARD ISCOM6820-SMUB - Uplink MCC one 100GE (QSFP28) and two 1/10GE (SFP+);B2WN00A0293MA0157B
B2WN00A0189M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavele;B2WN00A0189MA0336
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0058
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA1444
B2WN0287057M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0210
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0079
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0252
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1100
B3CD04000301;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100248
B2WN0150017M;SFP+ 10G RAISECOM 40KM;B2WN0150017MA0020
B2WN0286151M;10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1372
B3CD0400030P;RECTIFIER 220 VAC TO 48 VDC, 10A;B3CD0400030PA0228
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0165
B2WN0262020H;FORTIGATE-50E HW AND WARRANTY;B2WN0262020HA0499
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;B2WN0150268MA0388
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MB0131
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0120B
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0501
B2WS0138153M;Power Supply STARLINK;B2WS0138153MA0099B
B2WN0286872M;Mikrotik RB760iGS (hEX S);B2WN0286872MA0501
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0067
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0027B
B2WN0286985M;SFP ATOP up to 1.25G ER Single Core 1550nm/1310nm, 40km (APSB53123xDL40);B2WN0286985MA0098
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0096
B2WN0286209M;Mikrotik CCR1036-12G-4S;B2WN0286209MA0017
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA0883
B2WN0287057M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0241
B2WN0286428M;SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0084
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0194
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA0400
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA1051
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0178
B2WN0231043F;CISCO CATALYST 2960C 12-PORT FAST ETHERNET SWITCH;B2WN0231043F00006
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1360
B2WN0286700M;POWER AC ISCOM5600;B2WN0286700MA0031B
B2WSBKA0139M;Adapter 12V, 1.5A for BIVOCOM;B2WSBKA0139MA0912
B2WN0286824M;6COM SFP+ 10G LR 1310nm;B2WN0286824MA0084
B2WN0287107M;FAN FOR RAX721-C-6C48;B2WN0287107MA0033B
B2WN01AH0203;RAISECOM MODULE, 10/100/1000M IEEE802.3AH OAM;B2WN01AH020300118
B2WN0286631M;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0224
B2WN0150075M;DUAL FAN FOR ISCOM 3000X SERIES;B2WN0150075MA0035
B2WN0287060M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0223
B2WS0200138M;Adapter 12V, 1.5A for BIVOCOM;B2WS0200138MA0022
B2WN0286863M;SFP 1G-SINGLESTRAIN 20KM (Tx-1310 / Rx-1550) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0286863MA0194
B2WN0287057M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0209
B3CD07000108;EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800041
B2WN0286987M;SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0103
B2WN0201011G;SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0533
B3CD07000108;EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );B3CD0700010800129
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0503
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA9816
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1283
B3CD0400030P;RECTIFIER 220 VAC TO 48 VDC, 10A;B3CD0400030PA0223
B2WN0286631M;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0229
B2WN0100046Y;PSU FOR RIVERBED STEELCONNECT;B2WN0100046Y00014
B2WN0286987M;SFP 1G-SINGLESTRAIN 40KM (Tx-1310 / Rx-1550) (Brand : Atop);B2WN0286987MA0113
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA1001
B2WN0286427M;SFP+ 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM (Brand : ATOP);B2WN0286427MA0274
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010101195
B2WN0286985M;SFP 1G-SINGLESTRAIN 40KM (Tx-1550 / Rx-1310) (Brand : Atop);B2WN0286985MA0136
B9DM0004337M;Pengadaan Reiwa AC Window 1/2 PK CW-0501RA ODC Brumbung FRANCO SEMARANG;B9DM0004337MA0001
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0261B
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA0011
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0540
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00753
B2WN0286151M;10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1342
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA9367
B2WN01AH0203;RAISECOM MODULE, 10/100/1000M IEEE802.3AH OAM;B2WN01AH020300148
B2WN0286428M;SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;B2WN0286428MA0012
B2WN0201011G;SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0543
B2WN0287028M;SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0049
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0865
B2WN0287028M;SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0037
B2WN0286010O;TA5000 FAN MOD 19IN CHASSIS;B2WN0286010O00013
B2WN0287105M;AC POWER SUPPLY FOR RAX721-C-6C48;B2WN0287105MA0018B
B2WN0262020T;SWITCH ISCOM 2624G,REDUNDANT AC POWER;B2WN0262020TA0044
B2WN0287057M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0247
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA8826
B2WN0150089M;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0121
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0487B
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0151
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0197
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0413
B2WS0200167M;PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );B2WS0200167MA0263
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0150
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0133
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0198
B2WN0286173M;SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0103
B2WN00A0190M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0119
B2WN02620103;MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300661
B2WN00A0190M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0122
B2WN00A0190M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0120
B2WN0286703M;2x40G QSFP+ interface card, apply to S5600-EI (ESW-SUB-2Q);B2WN0286703MA0005
B2WN0286427M;SFP ATOP 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM;B2WN0286427MA0026
B2WN0286740M;FS compatible for Edge-Core 10GBASE-SR SFP+ 850NM 300M DOM TRANSCEIVER MODULE;B2WN0286740MA0284
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0388
B2WN0286922M;6C-SFP-0301D SFP 1.25G 850nm 550M;B2WN0286922MA0169
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MB0596
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0428
B2WN0286428M;SFP+ 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM (Brand : Atop);B2WN0286428MA0208
B3CD08A0003M;DC PDU/DCDU;B3CD08A0003MA0016B
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00965
B2WN0286740M;FS compatible for Edge-Core 10GBASE-SR SFP+ 850NM 300M DOM TRANSCEIVER MODULE;B2WN0286740MA0287
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0036
B2WN0286824M;6COM SFP+ 10G LR 1310nm;B2WN0286824MA0017
B2WN0150089M;SFP+ ATOP 10G–SINGLESTRAIN 20KM (Tx-1270 / Rx-1330);B2WN0150089MA0173
B2WN0286274M;SFP+ ATOP 10G ER 40KM;B2WN0286274MA0027
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA0996
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA0877
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0331
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0303
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA0470
B2WS0138153M;Power Supply STARLINK;B2WS0138153MA0084B
B2WN0286274M;SFP+ ATOP 10G ER 40KM;B2WN0286274MA0023
B2WS028N0113;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N0113A0852
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0225B
B2WN0262020G;FORTIGATE-30E HW AND WARRANTY;B2WN0262020G00478
B3CD04000301;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );B3CD0400030100768
B2WN0287028M;SFP 1.25G 1310nm 10KM DDM LC;B2WN0287028MA0013
B2WN0287074M;Intelligent Ethernet Demarcation Device/Router consists of: Compact 10G NID, half-19'' wide, 4x10G SFP+ for uplink, 12x1G SFP fo;B2WN0287074MA0038
B2WN0201011G;SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;B2WN0201011GA0538
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );B3CD042K010100889
B2WN0150091M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (Brand : ATOP);B2WN0150091MA0203
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0256
B2WN0286173M;SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0099
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0054
B2WS0200136M;Meraki MR36 Wi-Fi 6 Indoor AP;B2WS0200136MA0018
B2WN0202011N;NEXT GENERATION CARRIER ETHERNET DEMARCATION DEVICE;B2WN0202011N00170
B2WN0150108M;POWER SUPPLY/ADAPTOR FOR GAZELLE R220I-VM-FL;B2WN0150108MA0123
B2WS028N0113;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N011300558
B2WN02VG040C;TA5004 POWER/ALM MODULE;B2WN02VG040CA0026
B2WN0286151M;10 Gbit/s, 10 km, 1310 nm, dual fiber, single mode, DDM, RoHS, commercial, Raisecom USFP+ optical transceiver;B2WN0286151MA1374
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA0229
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0074
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );B3CD0700010300100
B2WS0138153M;Power Supply STARLINK;B2WS0138153MA0250B
B2WN0286873M;Power Supply o/p 24VDC - 1,2A;B2WN0286873MA2527B
B2WS0200138M;ADAPTER 12V, 1.5A FOR BIVOCOM;B2WS0200138MA0849B
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1348
B2WN0286734M;FS compatible for Edge-Core 100GBASE-LR4 QSFP28 1310NM 10KM DOM LC SMF OPTICAL TRANSCEIVER MODULE;B2WN0286734MA0059
B2WS028N0113;MIKROTIK RB951UI-2HND ( PN - ) ( PN - );B2WS028N011300438
B2WN0286417M;PSU 12V, 3A FOR FORTIGATE 40 F;B2WN0286417MA0174B
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA0406
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MB0130
B2WN0286631M;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);B2WN0286631MA0557
B2WN01AH020K;RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0219
B2WN0287057M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0243
B2WN01AH020K;RAISECOM 3G/4G ROUTER-DUAL SIM;B2WN01AH020KA0508
B2WN0287157M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps 850nm duplex MM (MPO-12) with Digital Diagnostic Monitoring (DDM);B2WN0287157MA0269
B2WN00A0190M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0190MA0116
B2WN0286010O;TA5000 FAN MOD 19IN CHASSIS;B2WN0286010O00010
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA7261
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0168
B2WN0287057M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1270 / Rx-1330) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287057MA0248
B2WN0286825M;SFP+ 10G 850nm 300M LC;B2WN0286825MA0200
B2WN0287076M;DC POWER SUPPLY FOR RAX711-C-R SERIES PROJECT LAMBDA;B2WN0287076MA0014B
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0557
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0269
B2WN0286916M;Mandiri - Branches - VC-510 - Edge 510 Appliance ;B2WN0286916MA0219
B3CD0400049M;POWER MODULE DPR3000B-48;B3CD0400049MA0118B
B2WN0286872M;Mikrotik RB760iGS (hEX S);B2WN0286872MA0259
B2WN0286987M;SFP ATOP up to 1.25G ER Single Core 1310nm/1550nm, 40km (APSB35123xDL40);B2WN0286987MA0038
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1342
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;B2WN00A0289MA1343
B3CD07A0007M;POWER MODULE DPR 850B-48;B3CD07A0007MA0039B
B2WN0286415M;Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;B2WN0286415MA0642
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MB0594
B2WN0150153M;ADAPTOR 12V 1A;B2WN0150153MA9701
B2WN0287107M;FAN FOR RAX721-C-6C48;B2WN0287107MA0005B
B2WN0287060M;SFP+ 10G-SINGLESTRAIN 20KM (Tx-1330 / Rx-1270) (brand: FS/Qonitech/Atop/3Tech/6Com);B2WN0287060MA0227
B2WN0286208M;PSU FORTI FG-50E/FG-30E;B2WN0286208MA1053
B2WN0286825M;6COM SFP+ 10G SR 850nm;B2WN0286825MA0018
B2WN0287107M;FAN FOR RAX721-C-6C48;B2WN0287107MA0034B
B2WN0286173M;SFP 10G RAISECOM 10KM WAVELENGTH 1310NM DUAL FIBER SINGLE MODE;B2WN0286173MA0119
B2WN0286417M;psu 12V, 3A for FortiGate 40 F;B2WN0286417MA1314
B2WN0286151M;SFP+ 10G RAISECOM 10KM 1310NM;B2WN0286151MA0070
B2WN00A0219M;Starview QSFP28 100Gbps module 100GBase aggregating 4 x 25Gbps duplex LWDM (1295.6 nm, 1300.1 nm, 1304.6 nm, and 1309.1nm) wavel;B2WN00A0219MA0301
B2WN02620103;MINI SWITCH HUB 10/100 8 PORT ( PN - );B2WN0262010300394
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;B2WN00A0321MA0796B
B2WN0202012T;SWITCH ISCOM 2624G 4C, AC POWER;B2WN0202012T00041
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011007667
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011008152
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011000841
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003114
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003549
B2WS020O011G;PSU MODEM HT 1300;B2WS020O011G00385
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011004656
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011007605
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011001432
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011003949
B2WS020O0110;PSU REMOTE 7000 SERIES -IDU- C-BAND HUGHES ( PN - 1031105-0001 );B2WS020O011006094
B2WS02A70202;PSU FOR EVOLUTION X3 SATELITE ROUTER ( PN - );B2WS02A7020200527
